Donor Potential,Donor Name,Demographic,Region,State or Province,City,Postal Code,Donation Date,Donation Amount
Medium,Holly Osborne,Middle Class,South,Arkansas,Hot Springs,71901,1/2/2016,324.62
Low,Brad H Blake,Upper Class,South,Florida,Gainesville,32601,1/3/2016,157.15
Low,Valerie Siegel,Middle Class,South,Georgia,Woodstock,30188,1/3/2016,5.79
High,Eleanor Swain,Middle Class,South,North Carolina,Charlotte,28204,1/4/2016,1055.98
Low,Edna Michael,Upper-Middle Class,South,Florida,Port Charlotte,33952,1/4/2016,11.78
Low,Valerie Siegel,Middle Class,South,Georgia,Woodstock,30188,1/5/2016,51.19
Not Specified,Carol Wood,Middle Class,South,Virginia,Alexandria,22304,1/5/2016,195.16
High,Gladys Holloway,Middle Class,South,Florida,Oakland Park,33334,1/6/2016,51.51
Low,Jack Morse,Upper Class,South,Florida,Dunedin,34698,1/6/2016,5140.73
Low,Jacob Burgess,Middle Class,South,North Carolina,Wilson,27893,1/6/2016,341.01
Medium,George McLamb,Middle Class,South,Virginia,Alexandria,22304,1/6/2016,2003.03
High,Sheryl Alexander,Upper-Middle Class,South,Virginia,Colonial Heights,23834,1/7/2016,748.42
Not Specified,Katherine W Epstein,Middle Class,South,Mississippi,Jackson,39212,1/7/2016,101.29
High,Ross Simpson,Middle Class,South,Georgia,Atlanta,30318,1/9/2016,335.49
High,Marc Shapiro,Upper-Middle Class,South,Arkansas,Rogers,72756,1/12/2016,173.5
Not Specified,Elsie Dodson,Upper Class,South,Georgia,Peachtree City,30269,1/12/2016,80.53
High,Keith Hobbs,Middle Class,South,Kentucky,Danville,40422,1/13/2016,38.65
Not Specified,Edna Freeman,Upper-Middle Class,South,Virginia,Virginia Beach,23464,1/13/2016,41.02
High,Lloyd Fuller,Middle Class,South,Tennessee,Brentwood,37027,1/14/2016,6938.19
Not Specified,Becky Page Cline,Middle Class,South,Kentucky,Hopkinsville,42240,1/15/2016,32.77
Low,Herbert Reddy,Middle Class,South,North Carolina,Thomasville,27360,1/16/2016,229.4
Low,Jeff Meadows,Upper Class,South,Kentucky,Paducah,42003,1/17/2016,68.72
Medium,Brooke Leach,Upper-Middle Class,South,South Carolina,Aiken,29801,1/17/2016,41.49
Medium,Victoria Baker Hoover,Upper Class,South,Louisiana,Terrytown,70056,1/17/2016,48.43
High,James Craft,Upper-Middle Class,South,Georgia,Smyrna,30080,1/20/2016,843.39
Medium,James Craft,Upper-Middle Class,South,Georgia,Smyrna,30080,1/20/2016,769.6
High,Jon Ayers,Middle Class,South,Florida,Palm Coast,32137,1/21/2016,2329.77
Medium,"Riddle, Erica",Middle Class,South,Alabama,Prattville,36067,1/23/2016,1525.15
Medium,Beverly Cameron,Middle Class,South,North Carolina,Apex,27502,1/24/2016,25.08
Not Specified,Melanie Barker Hirsch,Middle Class,South,Georgia,Douglasville,30135,1/24/2016,238.16
Medium,Holly Osborne,Middle Class,South,Arkansas,Hot Springs,71901,1/25/2016,129.54
Not Specified,Tara Powers Underwood,Upper-Middle Class,South,Mississippi,Greenville,38701,1/25/2016,39.69
High,Jeff Meadows,Upper Class,South,Kentucky,Paducah,42003,1/26/2016,77.54
Low,Joel Burnette,Upper Class,South,Georgia,Dunwoody,30338,1/27/2016,151.18
Low,Theresa Stephens,Upper Class,South,Arkansas,Fayetteville,72701,1/28/2016,5029.79
Medium,Marvin Yang,Middle Class,South,Mississippi,Pearl,39208,1/30/2016,1263.35
High,Gretchen Orr,Upper Class,South,Louisiana,Lake Charles,70601,2/1/2016,68.64
Low,Caroline Morton,Upper Class,South,Florida,Miami,33178,2/1/2016,169.75
Low,Gene Gilliam,Upper-Middle Class,South,Georgia,Atlanta,30318,2/1/2016,202.29
High,Sandra Berry,Middle Class,South,Mississippi,Meridian,39301,2/2/2016,94.44
Not Specified,Kevin Wolfe,Upper Class,South,Georgia,East Point,30344,2/2/2016,110.7
Low,Grace Black,Upper-Middle Class,South,Florida,North Miami Beach,33160,2/4/2016,66.06
Not Specified,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,2/4/2016,161.55
Low,Kent Gill,Middle Class,South,Alabama,Opelika,36801,2/6/2016,93.57
Medium,Janice Cole,Upper Class,South,Louisiana,Baton Rouge,70802,2/6/2016,13.92
High,Derek Sweeney,Upper Class,South,Louisiana,Lafayette,70506,2/12/2016,2672.61
Not Specified,Alfred Singh,Upper Class,South,Virginia,Mechanicsville,23111,2/14/2016,320.62
High,Gene Caldwell,Upper Class,South,North Carolina,Wake Forest,27587,2/16/2016,67.37
High,Sherry Hurley,Middle Class,South,North Carolina,Fayetteville,28314,2/20/2016,77.02
High,Ken Watson,Middle Class,South,Florida,Tallahassee,32303,2/22/2016,718.47
Low,Gene Wu Vaughan,Middle Class,South,South Carolina,Greer,29651,2/23/2016,36.57
High,Ricky Allred,Middle Class,South,South Carolina,Columbia,29203,2/27/2016,32.07
Not Specified,Lee Xu,Middle Class,South,Alabama,Madison,35756,2/27/2016,87.8
Not Specified,Nathan Newton,Upper Class,South,North Carolina,High Point,27260,2/28/2016,336.92
Not Specified,Katherine W Epstein,Middle Class,South,Mississippi,Jackson,39212,2/29/2016,1483.16
High,Sherry Hurley,Middle Class,South,North Carolina,Fayetteville,28314,3/1/2016,256.19
Low,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,3/4/2016,475.42
Medium,Jay Hubbard,Upper Class,South,Florida,Orlando,32839,3/5/2016,80.83
Not Specified,Martin Kirk,Middle Class,South,Virginia,Chesapeake,23320,3/8/2016,3791.92
High,Cathy Hutchinson,Middle Class,South,Florida,Kissimmee,34741,3/9/2016,1042.65
High,Vicki Shannon,Upper Class,South,Virginia,Tysons Corner,22102,3/9/2016,30.01
Not Specified,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,3/9/2016,248.1
Not Specified,Allen Nash,Upper-Middle Class,South,Virginia,Waynesboro,22980,3/11/2016,534.34
High,Danielle Baird,Middle Class,South,Florida,Fort Lauderdale,33311,3/12/2016,40.93
Medium,Nicholas Donnelly,Upper Class,South,Florida,Port Charlotte,33952,3/12/2016,15.72
Low,Derek Tuttle,Upper Class,South,South Carolina,Aiken,29801,3/15/2016,13.73
High,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,3/16/2016,207.8
High,Janice Cole,Upper Class,South,Louisiana,Baton Rouge,70802,3/16/2016,1838.82
Medium,Annie Horne,Upper Class,South,Florida,Fort Myers,33917,3/18/2016,72.58
High,Molly Walton Forrest,Upper Class,South,Alabama,Huntsville,35810,3/19/2016,196.33
High,Vicki Shannon,Upper Class,South,Virginia,Tysons Corner,22102,3/19/2016,157.73
Low,Ralph Harding,Upper-Middle Class,South,Tennessee,Oak Ridge,37830,3/21/2016,118.53
Not Specified,Gene Gilliam,Upper-Middle Class,South,Georgia,Atlanta,30318,3/21/2016,94.07
High,Ross Simpson,Upper Class,South,Georgia,Atlanta,30318,3/23/2016,5704.74
Low,Calvin Ferrell,Upper Class,South,Kentucky,Owensboro,42301,3/23/2016,50.75
High,Tina Monroe,Upper Class,South,Georgia,Sandy Springs,30328,3/26/2016,1111.47
Medium,Larry Hall,Upper-Middle Class,South,Alabama,Birmingham,35211,3/28/2016,728.75
Not Specified,Stuart McLean,Middle Class,South,Florida,Riviera Beach,33404,3/28/2016,3719.14
High,Sam Maynard,Upper Class,South,Georgia,Albany,31707,3/29/2016,372.02
High,Patrick Womble,Middle Class,South,Florida,Poinciana,34759,3/30/2016,472.69
Medium,Bob Berg,Upper Class,South,Florida,North Miami,33161,3/30/2016,273.79
High,Sue Drake,Upper-Middle Class,South,Arkansas,Searcy,72143,3/31/2016,8026.07
High,Gerald Raynor,Middle Class,South,Mississippi,Horn Lake,38637,4/1/2016,968.23
High,Leslie Woodard,Middle Class,South,South Carolina,Charleston,29418,4/2/2016,236.83
High,Sue Drake,Upper Class,South,Arkansas,Searcy,72143,4/2/2016,2434.65
High,Troy Hendrix,Middle Class,South,Florida,Fort Pierce,34982,4/3/2016,53.96
Medium,Joann Moser,Upper-Middle Class,South,Tennessee,Spring Hill,37174,4/5/2016,97.07
High,Aaron Day,Upper Class,South,Tennessee,Greeneville,37743,4/6/2016,710.16
High,Martha Durham,Upper Class,South,Florida,Saint Cloud,34769,4/6/2016,40.7
Low,Caroline Morton,Upper Class,South,Florida,Miami,33178,4/6/2016,21390.44
Not Specified,Ray Silverman,Upper Class,South,Florida,Ponte Vedra Beach,32004,4/6/2016,78.31
High,Janice Page,Upper Class,South,Florida,Bradenton,34210,4/7/2016,189.22
High,Harold Shapiro,Middle Class,South,South Carolina,Taylors,29687,4/9/2016,9.23
Not Specified,Anne Nguyen,Middle Class,South,Virginia,Colonial Heights,23834,4/9/2016,94.62
Medium,Craig Wong,Upper-Middle Class,South,Arkansas,Benton,72015,4/10/2016,117.83
High,Claudia White,Upper-Middle Class,South,Tennessee,Gallatin,37066,4/12/2016,19.61
High,Evelyn Garcia,Upper-Middle Class,South,North Carolina,Laurinburg,28352,4/12/2016,37.87
Not Specified,Alfred Burton,Middle Class,South,Alabama,Montgomery,36116,4/14/2016,117.22
High,Kathy Cooke,Upper-Middle Class,South,Tennessee,Memphis,38109,4/15/2016,136.01
Medium,Lewis Baldwin,Middle Class,South,Virginia,Montclair,22025,4/15/2016,74.96
Not Specified,Alfred Burton,Middle Class,South,Alabama,Montgomery,36116,4/15/2016,444.98
High,Virginia Gill,Upper Class,South,Kentucky,Richmond,40475,4/16/2016,177.39
Not Specified,Arlene Grimes,Upper-Middle Class,South,Arkansas,Russellville,72801,4/18/2016,3241.71
High,Jordan Wilkinson,Upper Class,South,Kentucky,Florence,41042,4/19/2016,776.85
High,Juan Gold,Middle Class,South,Florida,Pensacola,32503,4/19/2016,15.19
Low,Eleanor Swain,Middle Class,South,North Carolina,Charlotte,28204,4/24/2016,885.23
Low,Renee Huang,Upper-Middle Class,South,Florida,Coral Springs,33065,4/25/2016,1241.31
Medium,Jeff Meadows,Upper Class,South,Kentucky,Paducah,42003,4/25/2016,172.76
High,Sidney Brewer,Upper-Middle Class,South,Florida,Immokalee,34142,4/26/2016,33.34
Not Specified,Marshall Sutherland,Middle Class,South,Alabama,Phenix City,36869,4/27/2016,78.77
Medium,Melanie Barker Hirsch,Middle Class,South,Georgia,Douglasville,30135,4/29/2016,177.92
Medium,Shirley Garner,Middle Class,South,Florida,Oviedo,32765,4/29/2016,206.77
Not Specified,Derek Tuttle,Middle Class,South,South Carolina,Aiken,29801,4/29/2016,29.07
Not Specified,Sandra O'Neill Briggs,Middle Class,South,South Carolina,Florence,29501,4/29/2016,24.08
Low,Jacqueline Noble,Upper Class,South,Florida,Miami,33181,4/30/2016,3204.73
Medium,Dennis Thornton,Upper Class,South,Georgia,Augusta,30904,5/1/2016,70.27
Medium,Sheryl Alexander,Upper-Middle Class,South,Virginia,Colonial Heights,23834,5/1/2016,80.43
High,Danny Richmond,Upper Class,South,Florida,Miami,33142,5/2/2016,739.06
Medium,Francis Burch,Upper-Middle Class,South,Florida,Jacksonville,32216,5/2/2016,399.92
Medium,Sandra Berry,Middle Class,South,Mississippi,Meridian,39301,5/2/2016,45.28
High,Bob Harrington,Middle Class,South,North Carolina,Kannapolis,28081,5/3/2016,93.86
High,Beth Dolan,Upper Class,South,Florida,Panama City,32404,5/7/2016,283.55
Low,Jack Horn,Upper-Middle Class,South,Georgia,Statesboro,30458,5/8/2016,2084.16
Not Specified,Julia Haynes,Middle Class,South,North Carolina,Mooresville,28115,5/11/2016,118.16
Not Specified,Rhonda Bryant,Upper Class,South,Florida,Winter Haven,33881,5/13/2016,1023.65
Low,Rodney Kearney,Middle Class,South,Louisiana,Metairie,70003,5/15/2016,8.74
High,Donald Melton,Middle Class,South,North Carolina,New Bern,28560,5/16/2016,1227.94
Not Specified,Cecil Berger,Middle Class,South,Arkansas,Bella Vista,72714,5/17/2016,241.91
High,Bonnie G Keith,Middle Class,South,Arkansas,Fort Smith,72903,5/18/2016,354.65
Low,Anne Schultz,Upper Class,South,Georgia,Athens,30605,5/18/2016,4354.55
Low,Maureen Whitley,Middle Class,South,Florida,Tamarac,33319,5/18/2016,81.15
High,Ted Bell,Upper Class,South,North Carolina,Rocky Mount,27801,5/19/2016,54.39
Medium,"Boswell, Jimmy",Middle Class,South,Alabama,Florence,35630,5/20/2016,23.54
High,Dawn Langley Conrad,Middle Class,South,Florida,Port Saint Lucie,34952,5/22/2016,248.45
Not Specified,Meredith Humphrey,Middle Class,South,North Carolina,Cary,27511,5/22/2016,126.71
Low,Janice Cole,Upper Class,South,Louisiana,Baton Rouge,70802,5/24/2016,6945.16
Medium,Tina Cameron,Upper-Middle Class,South,Tennessee,Johnson City,37604,5/24/2016,41.65
High,Diana Rosenthal,Upper-Middle Class,South,Alabama,Bessemer,35020,5/26/2016,31.88
High,"Hobbes, Carl",Upper Class,South,North Carolina,Greenville,27834,5/26/2016,24.15
Medium,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,5/28/2016,1893.37
High,Gerald Raynor,Middle Class,South,Mississippi,Horn Lake,38637,5/30/2016,1964.67
High,Marc Browning,Upper-Middle Class,South,Florida,Pompano Beach,33068,5/30/2016,41.55
High,Carl Solomon,Upper-Middle Class,South,Florida,Deerfield Beach,33441,5/31/2016,537.56
Low,Marvin Yang,Middle Class,South,Mississippi,Pearl,39208,5/31/2016,48.78
Medium,Shirley Garner,Middle Class,South,Florida,Oviedo,32765,6/4/2016,1137.49
Low,Jacqueline Noble,Upper Class,South,Florida,Miami,33181,6/5/2016,5008.76
Medium,Bradley Schroeder,Upper-Middle Class,South,Alabama,Auburn,36830,6/7/2016,1210.93
High,Bill Hudson,Middle Class,South,Florida,Altamonte Springs,32701,6/9/2016,869.24
Low,Rodney Proctor,Middle Class,South,Kentucky,Nicholasville,40356,6/9/2016,803.33
High,Neil Parker,Middle Class,South,Alabama,Decatur,35601,6/10/2016,6.52
Medium,Kevin Randall Briggs,Middle Class,South,Florida,Oakland Park,33334,6/10/2016,7.15
Medium,Bob Berg,Upper Class,South,Florida,North Miami,33161,6/11/2016,44.62
High,Jean Frazier,Middle Class,South,Alabama,Tuscaloosa,35401,6/12/2016,65.2
Low,Melinda Thornton,Middle Class,South,Virginia,Reston,20190,6/12/2016,188.09
Low,Shirley Garner,Middle Class,South,Florida,Oviedo,32765,6/13/2016,41.11
Not Specified,Christian Albright,Upper-Middle Class,South,Tennessee,Smyrna,37167,6/15/2016,65.86
Not Specified,Erika Clapp,Upper Class,South,Tennessee,Chattanooga,37421,6/16/2016,171.59
Medium,Sue Drake,Upper Class,South,Arkansas,Searcy,72143,6/18/2016,2076.06
Not Specified,Claudia Webb,Middle Class,South,North Carolina,Indian Trail,28079,6/18/2016,135.1
Medium,Lucy Levine,Upper Class,South,Florida,Deltona,32725,6/19/2016,579.99
High,Ross Simpson,Middle Class,South,Georgia,Atlanta,30318,6/21/2016,168.2
Medium,Glenn Jain,Upper Class,South,Florida,Titusville,32780,6/21/2016,52.42
Not Specified,Ray Silverman,Upper Class,South,Florida,Ponte Vedra Beach,32004,6/21/2016,42.46
High,Ross Simpson,Middle Class,South,Georgia,Atlanta,30318,6/22/2016,2062.06
Medium,Jesse Fisher,Upper-Middle Class,South,Virginia,Suffolk,23434,6/22/2016,57.29
Low,Edna Goodwin,Upper Class,South,North Carolina,Greensboro,27405,6/23/2016,1006.42
High,Cameron Owens,Upper Class,South,Kentucky,Covington,41011,6/24/2016,278.06
Not Specified,Lee McKenna Gregory,Middle Class,South,South Carolina,Hilton Head Island,29915,6/24/2016,121.53
Not Specified,Miriam Bowman,Upper-Middle Class,South,Florida,Hollywood,33021,6/24/2016,24.53
High,Constance Robertson,Middle Class,South,Florida,Tampa,33614,6/25/2016,45.71
High,Alison Starr,Middle Class,South,North Carolina,Cornelius,28031,6/28/2016,146.86
Not Specified,Renee Ellington,Middle Class,South,Mississippi,Jackson,39212,6/28/2016,3118.15
Medium,Rosemary Branch,Upper Class,South,Florida,Boca Raton,33433,7/3/2016,10.45
Low,Bonnie G Keith,Middle Class,South,Arkansas,Fort Smith,72903,7/4/2016,146.2
Low,Jennifer Stanton,Middle Class,South,Florida,Winter Garden,34787,7/4/2016,55.08
Not Specified,Ashley C Bridges,Upper Class,South,Arkansas,Little Rock,72209,7/4/2016,480.26
Not Specified,Michelle Bryant Phillips,Upper-Middle Class,South,Georgia,Tucker,30084,7/7/2016,43.41
High,Erica Riddle,Middle Class,South,Alabama,Prattville,36067,7/9/2016,458.34
Low,Lewis Baldwin,Middle Class,South,Virginia,Montclair,22025,7/9/2016,1429.81
Not Specified,Danielle Myers,Upper Class,South,North Carolina,Garner,27529,7/11/2016,20.24
High,Dawn Langley Conrad,Middle Class,South,Florida,Port Saint Lucie,34952,7/12/2016,1103.09
High,Gretchen Orr,Upper Class,South,Louisiana,Lake Charles,70601,7/12/2016,623.88
Low,Constance Robertson,Middle Class,South,Florida,Tampa,33614,7/12/2016,195.01
High,Bob Harrington,Middle Class,South,North Carolina,Kannapolis,28081,7/13/2016,3.92
Medium,Louise Webster Sharma,Upper Class,South,North Carolina,Hickory,28601,7/13/2016,120.21
Low,Carolyn Bowling,Upper-Middle Class,South,Virginia,Blacksburg,24060,7/14/2016,367.52
Not Specified,Beverly Roberts,Upper Class,South,Georgia,Savannah,31401,7/16/2016,1523.01
Not Specified,Jon Beasley,Upper Class,South,Georgia,Marietta,30062,7/17/2016,20.17
Not Specified,Juanita Bennett,Middle Class,South,Florida,Miramar,33023,7/18/2016,603.19
Medium,Miriam Francis,Middle Class,South,Florida,Coral Springs,33065,7/19/2016,1756.68
High,Kathryn Cho,Upper-Middle Class,South,Georgia,Statesboro,30458,7/20/2016,125.5
Low,Maureen McCoy,Upper Class,South,Florida,Winter Springs,32708,7/21/2016,75.62
Low,Brent Coates,Upper-Middle Class,South,Florida,Margate,33063,7/22/2016,20711.22
Low,Natalie Snow,Middle Class,South,Alabama,Selma,36701,7/22/2016,73.09
Low,Ralph Fowler,Upper-Middle Class,South,Louisiana,Slidell,70458,7/22/2016,9517.03
Not Specified,Max Hubbard,Middle Class,South,Florida,Winter Park,32789,7/22/2016,46.89
High,Annette McIntyre,Upper Class,South,Georgia,Kennesaw,30144,7/23/2016,249.07
Low,Renee Huang,Upper-Middle Class,South,Florida,Coral Springs,33065,7/23/2016,2435.52
Medium,Herman Leach,Middle Class,South,Virginia,Hampton,23666,7/25/2016,4585.86
Low,Marlene Davidson,Upper-Middle Class,South,Tennessee,Hendersonville,37075,7/26/2016,431.43
Not Specified,Meredith Humphrey,Middle Class,South,North Carolina,Cary,27511,7/26/2016,34.67
Not Specified,Michelle Bryant Phillips,Upper-Middle Class,South,Georgia,Tucker,30084,7/29/2016,46.42
Low,Sylvia Kumar,Upper Class,South,Kentucky,Pleasure Ridge Park,40258,7/30/2016,3707.05
Not Specified,Steve Raynor,Upper Class,South,South Carolina,Taylors,29687,7/30/2016,2040.1
High,Jennifer Marks,Upper Class,South,Tennessee,Cleveland,37311,7/31/2016,71.97
Medium,Jane Freeman,Middle Class,South,Florida,Plant City,33566,8/1/2016,165.56
Medium,Becky Page Cline,Middle Class,South,Kentucky,Hopkinsville,42240,8/2/2016,1127.31
Medium,Gary Koch,Upper-Middle Class,South,Mississippi,Clinton,39056,8/3/2016,84.71
High,Grace Everett,Upper Class,South,Alabama,Oxford,36203,8/4/2016,854.46
Low,Edna Michael,Upper-Middle Class,South,Florida,Port Charlotte,33952,8/4/2016,26.66
Not Specified,Arlene Grimes,Upper-Middle Class,South,Arkansas,Russellville,72801,8/4/2016,68.89
Medium,Jon Hale,Upper Class,South,Florida,Belle Glade,33430,8/6/2016,40.76
Low,Peter McConnell,Middle Class,South,Mississippi,Columbus,39701,8/7/2016,205.18
Low,Faye Manning,Upper Class,South,Florida,Saint Petersburg,33710,8/8/2016,297.03
Low,Herbert Reddy,Middle Class,South,North Carolina,Thomasville,27360,8/8/2016,1779.87
Low,Nelson House,Upper Class,South,Virginia,Harrisonburg,22801,8/10/2016,41.58
Medium,Rick Ellis,Middle Class,South,Virginia,Springfield,22153,8/12/2016,202.98
Medium,Cecil Berger,Middle Class,South,Arkansas,Bella Vista,72714,8/17/2016,132.7
Low,Rodney Proctor,Middle Class,South,Kentucky,Nicholasville,40356,8/18/2016,347.32
High,Sylvia Kumar,Upper Class,South,Kentucky,Pleasure Ridge Park,40258,8/20/2016,2805.18
High,Rhonda Bryant,Upper Class,South,Florida,Winter Haven,33881,8/24/2016,120.45
Low,Jacqueline Noble,Upper Class,South,Florida,Miami,33181,8/24/2016,14642.66
High,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,8/25/2016,5434.66
Medium,Brooke Leach,Upper-Middle Class,South,South Carolina,Aiken,29801,8/26/2016,133.53
High,Brad H Blake,Upper Class,South,Florida,Gainesville,32601,8/27/2016,2879
Low,Constance Ivey,Middle Class,South,Florida,Sarasota,34239,8/28/2016,258.8
High,Faye Manning,Middle Class,South,Florida,Saint Petersburg,33710,8/29/2016,1538.48
Not Specified,Herman Leach,Middle Class,South,Virginia,Hampton,23666,8/30/2016,337.74
Medium,Rick Ellis,Upper-Middle Class,South,Virginia,Springfield,22153,8/31/2016,11.77
Medium,Wallace Bridges,Middle Class,South,North Carolina,Burlington,27217,8/31/2016,591.31
Not Specified,Miriam Bowman,Upper-Middle Class,South,Florida,Hollywood,33021,8/31/2016,731.38
Low,Billy Bullock,Middle Class,South,Kentucky,Danville,40422,9/1/2016,633.81
Medium,Norman Maxwell,Upper Class,South,Florida,Sarasota,34239,9/1/2016,67.18
Not Specified,Calvin J Marcus,Middle Class,South,Florida,Coconut Creek,33063,9/1/2016,529.78
Medium,Sidney Gilliam,Middle Class,South,Florida,Riverview,33569,9/3/2016,74.12
Low,Jane Howell,Middle Class,South,Louisiana,Baton Rouge,70802,9/4/2016,3196.77
Not Specified,Nancy Schwartz,Upper Class,South,Georgia,Douglasville,30135,9/5/2016,2232.66
Medium,Bob Harrington,Upper Class,South,North Carolina,Kannapolis,28081,9/6/2016,49.23
Medium,Cathy Burgess,Upper-Middle Class,South,Louisiana,Shreveport,71109,9/6/2016,497.63
Medium,Jackie McCullough,Middle Class,South,Florida,Jacksonville,32216,9/6/2016,353.52
High,Earl Alston,Middle Class,South,South Carolina,Greenville,29611,9/7/2016,51.37
High,Herbert Currie,Middle Class,South,Florida,Pine Hills,32808,9/7/2016,4543.88
Low,Herman Leach,Upper Class,South,Virginia,Hampton,23666,9/7/2016,102.87
High,Constance Robertson,Middle Class,South,Florida,Tampa,33614,9/8/2016,73.57
Low,Claudia Webb,Upper Class,South,North Carolina,Indian Trail,28079,9/8/2016,33.61
Low,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,9/9/2016,1336.35
Not Specified,Lynne Wilcox,Middle Class,South,South Carolina,Hilton Head Island,29915,9/9/2016,269.33
Low,Jane Howell,Middle Class,South,Louisiana,Baton Rouge,70802,9/12/2016,47.04
High,Lester Copeland,Middle Class,South,Florida,Titusville,32780,9/13/2016,193.87
Medium,Donna Block,Upper-Middle Class,South,Georgia,Dalton,30721,9/13/2016,378.69
High,Betty Melvin,Middle Class,South,Florida,Saint Cloud,34769,9/15/2016,47.53
Low,Virginia Gill,Upper Class,South,Kentucky,Richmond,40475,9/15/2016,28.5
Medium,Theresa Stephens,Upper Class,South,Arkansas,Fayetteville,72701,9/15/2016,18.43
High,Mitchell Ross,Upper-Middle Class,South,Virginia,Burke,22015,9/18/2016,2381.01
High,Rita Vaughn,Middle Class,South,Arkansas,Benton,72015,9/20/2016,1371.78
High,Julie Lang,Upper Class,South,Louisiana,Houma,70364,9/21/2016,1964.53
High,Gene Wu Vaughan,Middle Class,South,South Carolina,Greer,29651,9/22/2016,16.38
Not Specified,Allen Nash,Upper-Middle Class,South,Virginia,Waynesboro,22980,9/22/2016,668.28
Not Specified,Cameron Clapp,Upper-Middle Class,South,Florida,Homestead,33030,9/22/2016,60.02
Not Specified,Hannah Tyson,Middle Class,South,Arkansas,Paragould,72450,9/23/2016,27.55
High,Lester Erickson Frederick,Upper Class,South,Virginia,Winchester,22601,9/24/2016,607.27
High,Marcia Feldman,Middle Class,South,Arkansas,Little Rock,72209,9/25/2016,83.72
Not Specified,Lynn Morrow,Upper-Middle Class,South,Virginia,Salem,24153,9/26/2016,4
Not Specified,Sharon Long,Upper Class,South,Georgia,Marietta,30062,9/26/2016,22.48
Low,Francis Edwards,Middle Class,South,Georgia,Evans,30809,9/28/2016,78.9
Not Specified,Allan Dickinson,Upper Class,South,Arkansas,Van Buren,72956,9/28/2016,43.2
High,Bernard Thompson,Upper Class,South,North Carolina,Raleigh,27604,9/29/2016,91.92
High,Theresa Winters,Middle Class,South,Arkansas,Bryant,72022,10/1/2016,160.17
High,Clyde Fuller,Upper Class,South,Florida,Orlando,32839,10/2/2016,110.74
High,Milton G Hoyle,Upper Class,South,Mississippi,Southaven,38671,10/2/2016,755.57
Not Specified,Rodney Proctor,Middle Class,South,Kentucky,Nicholasville,40356,10/4/2016,38.95
High,Anne Schultz,Upper Class,South,Georgia,Athens,30605,10/5/2016,30.7
High,Marian Anthony,Middle Class,South,Florida,Delray Beach,33445,10/5/2016,228.68
Low,Renee Jernigan,Middle Class,South,Florida,Plant City,33566,10/5/2016,42.44
High,Eileen Dalton,Upper Class,South,Tennessee,Columbia,38401,10/6/2016,1474.86
Not Specified,Lynn Morrow,Upper-Middle Class,South,Virginia,Salem,24153,10/7/2016,589.8
Not Specified,Nathan Fox,Middle Class,South,South Carolina,Myrtle Beach,29577,10/8/2016,84.59
Medium,Lloyd Fuller,Middle Class,South,Tennessee,Brentwood,37027,10/9/2016,23.02
Medium,Evelyn Garcia,Upper Class,South,North Carolina,Laurinburg,28352,10/10/2016,55.68
High,Marsha Roy,Upper Class,South,Mississippi,Tupelo,38801,10/11/2016,568.38
High,Jacqueline Noble,Upper Class,South,Florida,Miami,33181,10/12/2016,511.35
Low,Miriam Mueller,Upper Class,South,Tennessee,Murfreesboro,37130,10/13/2016,202.41
Not Specified,Sean Stephenson,Middle Class,South,Georgia,Peachtree City,30269,10/13/2016,63.32
Low,Herman Leach,Upper Class,South,Virginia,Hampton,23666,10/14/2016,27.44
High,Maureen Whitley,Middle Class,South,Florida,Tamarac,33319,10/16/2016,97.96
High,Nicole Pope,Upper Class,South,North Carolina,Rocky Mount,27801,10/16/2016,188.52
Not Specified,Sandra O'Neill Briggs,Middle Class,South,South Carolina,Florence,29501,10/17/2016,18.5
Medium,Juanita Bennett,Middle Class,South,Florida,Miramar,33023,10/19/2016,2769.96
Medium,Natalie Aldridge,Middle Class,South,Florida,Merritt Island,32953,10/19/2016,27.42
Not Specified,Robyn Crawford,Upper-Middle Class,South,Tennessee,Germantown,38138,10/19/2016,768.81
Low,Annette McIntyre,Middle Class,South,Georgia,Kennesaw,30144,10/20/2016,104.25
Medium,Ashley C Bridges,Upper Class,South,Arkansas,Little Rock,72209,10/20/2016,74.81
Not Specified,Katharine Lewis,Upper Class,South,Mississippi,Southaven,38671,10/20/2016,239.35
Medium,Sara Perkins,Upper-Middle Class,South,Tennessee,Oak Ridge,37830,10/23/2016,82.02
High,Julia Haynes,Middle Class,South,North Carolina,Mooresville,28115,10/24/2016,476.06
Low,Kent Gill,Middle Class,South,Alabama,Opelika,36801,10/24/2016,46.85
Low,Sam Rouse,Middle Class,South,Georgia,Forest Park,30297,10/28/2016,39.88
Medium,Vanessa Day,Upper Class,South,Tennessee,Collierville,38017,10/28/2016,107.59
High,Rhonda Stein,Upper Class,South,North Carolina,Salisbury,28144,10/30/2016,724.57
Low,Derek Tuttle,Upper Class,South,South Carolina,Aiken,29801,10/30/2016,39.51
